,Name,About,Category
75,china," China,[k] officially the People's Republic of China (PRC),[l] is a country in East Asia. It is the world's most populous country, with a population of around 1.4 billion in 2019.[9] Covering approximately 9.6 million square kilometres (3.7 million mi2), it is the world's third or fourth-largest country by area.[m] Governed solely by the Chinese Communist Party (CCP), the state exercises jurisdiction over 22 provinces,[n] five autonomous regions, four direct-controlled municipalities (Beijing, Tianjin, Shanghai, and Chongqing), and the special administrative regions of Hong Kong and Macau. China emerged as one of the world's first civilizations, in the fertile basin of the Yellow River in the North China Plain. For millennia, China's political system was based on absolute hereditary monarchies, or dynasties, beginning with the semi-mythical Xia dynasty in 21st century BCE. Since then, China has expanded, fractured, and re-unified numerous times. In the 3rd century BCE, the Qin reunited core China and established the first Chinese empire. The succeeding Han dynasty, which ruled from 206 BCE until 220 CE, saw some of the most advanced technology at that time, including papermaking and the compass, along with agricultural and medical improvements. The invention of gunpowder and movable type in the Tang dynasty (618–907) and Northern Song (960–1127) completed the Four Great Inventions. Tang culture spread widely in Asia, as the new Silk Route brought traders to as far as Mesopotamia and the Horn of Africa. The Qing Empire, China's final dynasty, suffered heavy losses to foreign colonialism. The Chinese monarchy collapsed in 1912 with the Xinhai Revolution, when the Republic of China (ROC) replaced the Qing dynasty. China was invaded by Imperial Japan during World War II. The Chinese Civil War resulted in a division of territory in 1949, when the CCP led by Mao Zedong established the People's Republic of China on mainland China while the Kuomintang-led ROC government retreated to the island of Taiwan.[o] China is a unitary one-party socialist republic[p] and is one of the few existing nominally socialist states. Political dissidents and human rights groups have denounced and criticized the Chinese government for human rights abuses, including suppression of religious and ethnic minorities, censorship, mass surveillance, and their response to protests, notably in 1989. China is the largest economy in the world by PPP since 2014, the world's second-largest economy by nominal GDP since 2010, and the largest economy in Eurasia. Since the introduction of economic reforms in 1978, China's economy has been the world's fastest-growing major economy, with annual growth rates consistently above 10%.[14] According to the World Bank, China's GDP grew from $150 billion in 1978 to $12.24 trillion by 2017. China recorded the fastest rise in GDP per capita in the world from 1960 to 2018.[15] China is the world's largest exporter and second-largest importer of goods. China holds 17.7% of the world's total wealth, the second largest share held by any country. China has the world's largest banking sector, with assets of $40 trillion and the world's top 4 largest banks all being in China.[16][17] China has the highest number of rich people in the world's top 10% of wealth since 2019[q][18][19][20] and has one of the most billionaires of any country in the world.[21] China is a recognized nuclear weapons state and has the world's largest standing army, the People's Liberation Army, and the second-largest defense budget. The PRC is a permanent member of the United Nations Security Council since replacing the ROC in 1971. One of the world's foremost infrastructural giants, China has the world's largest bullet train network,[22] the most supertall skyscrapers in the world, and initiated the largest transcontinental infrastructure investment project in modern history.[23] China has been characterized as an emerging superpower, mainly because of its large economy, fast infrastructural development, and powerful military.",country
76,france," – in Europe (green & dark grey)
– in the European Union (green) France (French: [fʁɑ̃s] (listen)), officially the French Republic (French: République française, pronounced [ʁepyblik fʁɑ̃sɛːz] (listen)), is a country consisting of metropolitan France in Western Europe and several overseas regions and territories.[XIII] The metropolitan area of France extends from the Mediterranean Sea to the English Channel and the North Sea, and from the Rhine to the Atlantic Ocean. It borders Belgium, Luxembourg and Germany to the northeast, Switzerland, Monaco, and Italy to the east, and Andorra and Spain to the south. The overseas territories include French Guiana in South America and several islands in the Atlantic, Pacific and Indian oceans. The country's 18 integral regions (five of which are situated overseas) span a combined area of 643,801 square kilometres (248,573 sq mi) and a total population of 67.07 million (as of May 2020).[10] France is a unitary semi-presidential republic with its capital in Paris, the country's largest city and main cultural and commercial centre. Other major urban areas include Lyon, Marseille, Toulouse, Bordeaux, Lille and Nice. France, including its overseas territories, has the most time zones of any country, with a total of 12. During the Iron Age, what is now metropolitan France was inhabited by the Gauls, a collection of Celtic tribes. The area was annexed by Rome in 51 BC, developing a distinct Gallo-Roman culture that laid the foundation of the French language. The Germanic Franks arrived in 476 and formed the Kingdom of Francia, which became the heartland of the Carolingian Empire. The Treaty of Verdun of 843 partitioned the empire, with West Francia becoming the Kingdom of France in 987. For much of the High Middle Ages, France was a highly decentralized feudal kingdom in which the authority of the king was barely felt. King Philip Augustus achieved remarkable success in the strengthening of royal power and the expansion of his realm, doubling its size and defeating his rivals. By the end of his reign, France had emerged as the most powerful state in Europe.[11] In the mid-14th century, French monarchs were embroiled in a series of dynastic conflicts with their English counterparts, which lasted over 100 years. Emerging victorious from said conflicts, disputes with Spain and the Holy Roman Empire soon followed during the Renaissance but were ultimately less successful. However, French culture flourished and a global colonial empire was established, which by the 20th century would become the second largest in the world.[12] The second half of the 16th century was dominated by religious civil wars between Catholics and Protestants (Huguenots), which severely weakened the country. But France once again emerged as Europe's dominant cultural, political, and military power in the 17th century under Louis XIV following the Thirty Years' War.[13] An inadequate financial model and inequitable taxation system as well as endless and costly wars to maintain its predominant position, the Seven Years' War and American War of Independence among them, left the heavily indebted kingdom in a precarious situation by the end of the 18th century. The French Revolution in 1789 saw the fall of the absolute monarchy that characterized the Ancien Régime and from its ashes, rose one of modern history's earliest republics, which drafted the Declaration of the Rights of Man and of the Citizen. The declaration expresses the nation's ideals to this day.",country
77,germany,"Coordinates: 51°N 9°E – in Europe (light green & dark grey)
– in the European Union (light green) Germany (German: Deutschland, German pronunciation: [ˈdɔʏtʃlant]), officially the Federal Republic of Germany (German: Bundesrepublik Deutschland, listen),[e] is a country in Central and Western Europe. Covering an area of 357,022 square kilometres (137,847 sq mi), it lies between the Baltic and North seas to the north, and the Alps to the south. It borders Denmark to the north, Poland and the Czech Republic to the east, Austria and Switzerland to the south, and France, Luxembourg, Belgium and the Netherlands to the west. Various Germanic tribes have inhabited the northern parts of modern Germany since classical antiquity. A region named Germania was documented before AD 100. Beginning in the 10th century, German territories formed a central part of the Holy Roman Empire. During the 16th century, northern German regions became the centre of the Protestant Reformation. Following the Napoleonic Wars and the dissolution of the Holy Roman Empire in 1806, the German Confederation was formed in 1815. In 1871, Germany became a nation state when most of the German states unified into the Prussian-dominated German Empire. After World War I and the German Revolution of 1918–1919, the Empire was replaced by the semi-presidential Weimar Republic. The Nazi seizure of power in 1933 led to the establishment of a dictatorship, World War II, and the Holocaust. After the end of World War II in Europe and a period of Allied occupation, two new German states were founded: the Federal Republic of Germany, generally known as West Germany, and the German Democratic Republic, East Germany. The Federal Republic of Germany was a founding member of the European Economic Community and the European Union, while the German Democratic Republic was a communist Eastern Bloc state and member of the Warsaw Pact. After the fall of communism, German reunification saw the former East German states join the Federal Republic of Germany on 3 October 1990. Today, Germany is a federal parliamentary republic led by a chancellor. With 83 million inhabitants of its 16 constituent states, it is the second-most populous country in Europe after Russia, as well as the most populous member state of the European Union. Its capital and largest city is Berlin, and its financial centre is Frankfurt; the largest urban area is the Ruhr.",country
78,spain,"Coordinates: 40°N 4°W – in Europe (green & dark grey)
– in the European Union (green)  Spain (Spanish: España, [esˈpaɲa] (listen)), officially the Kingdom of Spain[12] (Spanish: Reino de España),[a][b] is a country in Southwestern Europe with some pockets of territory across the Strait of Gibraltar and the Atlantic Ocean.[12] Its continental European territory is situated on the Iberian Peninsula. Its territory also includes two archipelagos: the Canary Islands off the coast of North Africa, and the Balearic Islands in the Mediterranean Sea. The African enclaves of Ceuta, Melilla, and Peñón de Vélez de la Gomera,[13] makes Spain the only European country to have a physical border with an African country (Morocco).[h] Several small islands in the Alboran Sea are also part of Spanish territory. The country's mainland is bordered to the south and east by the Mediterranean Sea except for a small land boundary with Gibraltar; to the north and northeast by France, Andorra, and the Bay of Biscay; and to the west and northwest by Portugal and the Atlantic Ocean respectively. With an area of 505,990 km2 (195,360 sq mi), Spain is the largest country in Southern Europe, the second-largest country in Western Europe and the European Union, and the fourth-largest country by area on the European continent. With a population exceeding 47.3 million, Spain is the sixth-most populous country in Europe, and the fourth-most populous country in the European Union. Spain's capital and largest city is Madrid; other major urban areas include Barcelona, Valencia, Seville, Zaragoza, Málaga, and Bilbao.",country
79,portugal," – in Europe (green & dark grey)
– in the European Union (green) Portugal (Portuguese: [puɾtuˈɣal]), officially the Portuguese Republic (Portuguese: República Portuguesa [ʁɛˈpuβlikɐ puɾtuˈɣezɐ]),[note 4] is a country located mostly on the Iberian Peninsula, in southwestern Europe. It is the westernmost sovereign state of mainland Europe, being bordered to the west and south by the Atlantic Ocean and to the north and east by Spain. Its territory also includes the Atlantic archipelagos of the Azores and Madeira, both autonomous regions with their own regional governments. The official and national language is Portuguese. Portugal is the oldest nation state on the Iberian Peninsula and one of the oldest in Europe, its territory having been continuously settled, invaded and fought over since prehistoric times. Inhabited by pre-Celtic and Celtic peoples, visited by Phoenicians-Carthaginians, Ancient Greeks and ruled by the Romans, who were followed by the invasions of the Suebi and Visigothic Germanic peoples. After the Muslim conquest of the Iberian Peninsula, most of its territory was part of Al-Andalus. Portugal as a country was established during the early Christian Reconquista. Founded in 868, the County of Portugal gained prominence after the Battle of São Mamede (1128). The Kingdom of Portugal was later proclaimed following the Battle of Ourique (1139), and independence from León was recognized by the Treaty of Zamora (1143).[12] In the 15th and 16th centuries, Portugal established the first global maritime and commercial empire, becoming one of the world's major economic, political and military powers.[13][14][15] During this period, today referred to as the Age of Discovery, Portuguese explorers pioneered maritime exploration, notably under royal patronage of Prince Henry the Navigator and King John II, with such notable voyages as Bartolomeu Dias' sailing beyond the Cape of Good Hope (1488), Vasco da Gama's discovery of the sea route to India (1497–98) and the European discovery of what would become Brazil (1500). During this time Portugal monopolized the spice trade, divided the world into hemispheres of dominion with Castile, and the empire expanded with military campaigns in Asia. However, events such as the 1755 Lisbon earthquake, the country's occupation during the Napoleonic Wars, and the independence of Brazil (1822) erased to a great extent Portugal's prior opulence.[16]",country
80,kenya,"Coordinates: 1°N 38°E Kenya (/ˈkɛnjə/ (listen)), officially the Republic of Kenya (Swahili: Jamhuri ya Kenya), is a country in Eastern Africa. At 580,367 square kilometres (224,081 sq mi), Kenya is the world's 48th largest country by total area. With a population of more than 47.6 million people, Kenya is the 29th most populous country.[5] Kenya's capital and largest city is Nairobi, while its oldest city and first capital is the coastal city of Mombasa. Kisumu City is the third largest city and also an inland port on Lake Victoria. Other important urban centres include Nakuru and Eldoret. As of 2020, Kenya is the third largest economy in sub-Saharan Africa after Nigeria and South Africa.[11] Kenya is bordered by South Sudan to the northwest, Ethiopia to the north, Somalia to the east, Uganda to the west, Tanzania to the south, and the Indian Ocean to the southeast. According to archaeological dating of associated artifacts and skeletal material, the Cushites first settled in the lowlands of Kenya between 3,200 and 1,300 BC, a phase referred to as the Lowland Savanna Pastoral Neolithic. Nilotic-speaking pastoralists (ancestral to Kenya's Nilotic speakers) started migrating from present-day southern Sudan into Kenya around 500 BC.[12] European contact began in 1500 with the Portuguese Empire, though effective colonisation of Kenya began in the 19th century during the European exploration of the interior. Modern-day Kenya emerged from a protectorate established by the British Empire in 1895 and the subsequent Kenya Colony, which began in 1920. Numerous disputes between the UK and the colony led to the Mau Mau revolution, which began in 1952, and the subsequent declaration of independence in 1963. After independence, Kenya remained a member of the Commonwealth of Nations. The current constitution was adopted in 2010 to replace the 1963 independence constitution. Kenya is a presidential representative democratic republic, in which elected officials represent the people and the president is the head of state and government.[13] Kenya is a member of the United Nations, Commonwealth of Nations, World Bank, International Monetary Fund, COMESA, International Criminal Court, and other international organisations. With a GNI of 1,460,[14] Kenya is a lower-middle-income economy. Kenya's economy is the largest in eastern and central Africa,[15][16] with Nairobi serving as a major regional commercial hub.[16] Agriculture is the largest sector: tea and coffee are traditional cash crops, while fresh flowers are a fast-growing export. The service industry is also a major economic driver, particularly tourism. Kenya is a member of the East African Community trade bloc, though some international trade organisations categorise it as part of the Greater Horn of Africa.[17] Africa is Kenya's largest export market, followed by the European Union.[18] The Republic of Kenya is named after Mount Kenya. The earliest recorded version of the modern name was written by German explorer Johann Ludwig Krapf in the 19th century. While travelling with a Kamba caravan led by the legendary long-distance trader Chief Kivoi, Krapf spotted the mountain peak and asked what it was called. Kivoi told him ""Kĩ-Nyaa"" or ""Kĩĩma- Kĩĩnyaa"", probably because the pattern of black rock and white snow on its peaks reminded him of the feathers of the male ostrich.[19] The Agikuyu, who inhabit the slopes of Mt. Kenya, call it Kĩrĩma Kĩrĩnyaga in Kikuyu, while the Embu call it ""Kirenyaa"". All three names have the same meaning.[20]",country
81,sudan,"Sudan (/suːˈdɑːn/;[10][11] Arabic: السودان as-Sūdān), officially the Republic of the Sudan[12] (Arabic: جمهورية السودان Jumhūriyyat as-Sūdān), is a country in North-East Africa. It is bordered by Egypt to the north, Libya to the northwest, Chad to the west, the Central African Republic to the southwest, South Sudan to the south, Ethiopia to the southeast, Eritrea to the east, and the Red Sea to the northeast. Sudan has a population of 43 million (2018 estimate)[13] and occupies 1,886,068 square kilometres (728,215 square miles), making it Africa's third-largest country and also the third-largest in the Arab world. It was the largest country in Africa and the Arab world by area before the secession of South Sudan in 2011.[14] Sudan's history goes back to the Pharaonic period, witnessing the Kingdom of Kerma (c. 2500–1500 BC), the subsequent rule of the Egyptian New Kingdom (c. 1500 BC–1070 BC) and the rise of the Kingdom of Kush (c. 785 BC–350 AD), which would in turn control Egypt itself for nearly a century. After the fall of Kush, the Nubians formed the three Christian kingdoms of Nobatia, Makuria and Alodia, with the latter two lasting until around 1500. Between the 14th and 15th centuries much of Sudan was settled by Arab nomads. From the 16th–19th centuries, central and eastern Sudan were dominated by the Funj sultanate, while Darfur ruled the west and the Ottomans the far north. From 1820 to 1874 the entirety of Sudan was conquered by the Muhammad Ali dynasty. Between 1881 and 1885, the harsh Egyptian reign was eventually met with a successful revolt led by the self-proclaimed Mahdi Muhammad Ahmad, resulting in the establishment of the Caliphate of Omdurman. This state was eventually toppled in 1898 by the British, who would then govern Sudan together with Egypt.[15] The 20th century saw the growth of Sudanese nationalism and in 1953 Britain granted Sudan self-government. Independence was proclaimed on 1 January 1956. Since independence, Sudan has been ruled by a series of unstable parliamentary governments and military regimes. Under Jaafar Nimeiry, Sudan instituted Islamic law in 1983.[16] This exacerbated the rift between the Islamic north, the seat of the government and the Animists and Christians in the south. Differences in language, religion, and political power erupted in a civil war between government forces, strongly influenced by the National Islamic Front (NIF), and the southern rebels, whose most influential faction was the Sudan People's Liberation Army (SPLA), eventually concluding in the independence of South Sudan in 2011.[17] Between 1989 and 2019, Sudan experienced a 30-year-long military dictatorship led by Omar al-Bashir accused of widespread human rights abuses including torture, persecution of minorities and notably, ethnic genocide due to its role in the War in the Darfur region that broke out in 2003. Overall, the regime's actions killed between 300,000 and 400,000 people. Protests erupted in late 2018, demanding Bashir's resignation, which resulted in a successful coup d'état on April 11, 2019.[18] The country's name Sudan is a name given to a geographical region to the south of the Sahara, stretching from Western Africa to eastern Central Africa. The name derives from the Arabic bilād as-sūdān (بلاد السودان), or the ""Land of the Blacks"".[19] The name is one of several toponyms sharing similar etymologies, ultimately meaning ""land of the blacks"" or similar meanings, in reference to the dark skin of the inhabitants. Initially, the term ""Sudanese"" had a negative connotation in Sudan due to its association with black Africans. The idea of ""Sudanese"" nationalism goes back to the 1930s and 1940s, when it was popularised by young intellectuals.[20]",country
82,russia,"Coordinates: 60°N 90°E Russia,[c] or the Russian Federation,[14][d] is a transcontinental country located in Eastern Europe and Northern Asia.[15] Covering an area of 17,125,200 square kilometres (6,612,100 sq mi),[16] it is the largest country in the world by area, spanning more than one-eighth of the Earth's inhabited land area,[17][18] stretching eleven time zones, and bordering 16 sovereign nations. The territory of Russia extends from the Baltic Sea in the west to the Pacific Ocean in the east, and from the Arctic Ocean in the north to the Black Sea and the Caucasus in the south. With 146.7 million inhabitants living in the country's 85 federal subjects,[10] Russia is the most populous nation in Europe and the ninth-most populous nation in the world.[19][20] Russia's capital and largest city is Moscow; other major urban areas include Saint Petersburg, Novosibirsk, Yekaterinburg, Nizhny Novgorod, Kazan, Chelyabinsk and Samara. The East Slavs emerged as a recognisable group in Europe between the 3rd and 8th centuries AD.[21] The medieval state of Rus' arose in the 9th century. In 988 it adopted Orthodox Christianity from the Byzantine Empire, beginning the synthesis of Byzantine and Slavic cultures that defined Russian culture for the next millennium.[22] Rus' ultimately disintegrated into a number of smaller states,[23] until it was finally reunified by the Grand Duchy of Moscow in the 15th century. By the 18th century, the nation had greatly expanded through conquest, annexation, and exploration to become the Russian Empire, which became a major European power, and the third-largest empire in history, stretching from Norway on the west to Canada on the east.[24][25] Following the Russian Revolution, the Russian SFSR became the largest and leading constituent of the Soviet Union, the world's first constitutionally socialist state.[26] The Soviet Union played a decisive role in the Allied victory in World War II,[27][28] and emerged as a recognised superpower and rival to the United States during the Cold War. The Soviet era saw some of the most significant technological achievements of the 20th century, including the world's first human-made satellite and the launching of the first humans in space. Following the dissolution of the Soviet Union in 1991, the Russian SFSR reconstituted itself as the Russian Federation and is recognised as the continuing legal personality and a successor of the USSR.[29] Following the constitutional crisis of 1993, a new constitution was adopted and Russia has been governed as a federal semi-presidential republic.[6] Vladimir Putin became acting president on 31 December 1999 after Russia's first president, Boris Yeltsin, resigned and he was elected president in March 2000. Since then, he has dominated Russia's political system as either president or prime minister.[30] His government has been accused by non-governmental organisations of human rights abuses, authoritarianism and corruption. The Russian economy ranks as the fifth-largest in Europe, the eleventh-largest in the world by nominal GDP and the fifth-largest by PPP.[31] Russia's extensive mineral and energy resources are the largest such reserves in the world,[32] making it one of the leading producers of oil and natural gas globally.[33][34] The country is one of the five recognised nuclear weapons states and possesses the largest stockpile of nuclear warheads.[35] Russia is a major great power, as well as a regional power, and has been characterised as a potential superpower. The Russian Armed Forces have been ranked as the world's second most powerful, and the most powerful in Europe. Russia hosts the world's ninth-greatest number of UNESCO World Heritage Sites, at 29,[36] and is among the world's most popular tourist destinations.[37] It is a permanent member of the United Nations Security Council and an active global partner of ASEAN,[38][39][40] as well as a member of the Shanghai Cooperation Organisation (SCO), the G20, the Council of Europe, the Asia-Pacific Economic Cooperation (APEC), the Organization for Security and Co-operation in Europe (OSCE), the International Investment Bank (IIB) and the World Trade Organization (WTO), as well as being the leading member of the Commonwealth of Independent States (CIS), the Collective Security Treaty Organization (CSTO) and a member of the Eurasian Economic Union (EAEU).",country
83,poland,"Coordinates: 52°N 20°E – in Europe (green & dark grey)
– in the European Union (green)  –  [Legend] Poland (Polish: Polska [ˈpɔlska] (listen)), officially the Republic of Poland (Polish: Rzeczpospolita Polska[c] [ʐɛt͡ʂpɔˈspɔlita ˈpɔlska] (listen)), is a country located in Central Europe.[12] It is divided into 16 administrative subdivisions, covering an area of 312,696 square kilometres (120,733 sq mi), and has a largely temperate seasonal climate.[7] With a population of nearly 38.5 million people, Poland is the fifth most populous member state of the European Union.[7] Poland's capital and largest metropolis is Warsaw. Other major cities include Kraków, Łódź, Wrocław, Poznań, Gdańsk, and Szczecin. Poland is bordered by the Baltic Sea, Lithuania, and Russia's Kaliningrad Oblast to the north, Belarus and Ukraine to the east, Slovakia and the Czech Republic to the south, and Germany to the west. The history of human activity on Polish soil spans thousands of years. Throughout the late antiquity period it became extensively diverse, with various cultures and tribes settling on the vast Central European Plain. However, it was the Western Polans who dominated the region and gave Poland its name. The establishment of Polish statehood can be traced to 966, when the pagan ruler of a realm coextensive with the territory of present-day Poland embraced Christianity and converted to Catholicism.[13] The Kingdom of Poland was founded in 1025, and in 1569 it cemented its longstanding political association with Lithuania by signing the Union of Lublin. This union formed the Polish–Lithuanian Commonwealth, one of the largest (over 1,000,000 square kilometres – 400,000 square miles) and most populous nations of 16th and 17th century Europe, with a uniquely liberal political system which adopted Europe's first written national constitution, the Constitution of 3 May 1791.[14][15]",country
84,sweden," Coordinates: 63°N 16°E – in Europe (green & dark grey)
– in the European Union (green)  –  [Legend] Sweden (/ˈswiː.dən/; Swedish: Sverige [ˈsvæ̌rjɛ] (listen)), officially the Kingdom of Sweden (Swedish: Konungariket Sverige [ˈkôːnɵŋaˌriːkɛt ˈsvæ̌rjɛ] (listen)), is a Nordic country in Northern Europe.[19] It borders Norway to the west and north, Finland to the east, and is connected to Denmark in the southwest by a bridge-tunnel across the Öresund Strait. At 450,295 square kilometres (173,860 sq mi), Sweden is the largest country in Northern Europe, the third-largest country in the European Union and the fifth largest country in Europe by area. The capital city is Stockholm. Sweden has a total population of 10.3 million[10] of which 2.6 million have a foreign background.[20] Persons with foreign backgrounds are defined as persons who are foreign born, or born in Sweden with foreign born parents.[21] It has a low population density of 25 inhabitants per square kilometre (65/sq mi), with 1 437 persons per km² in localities. 87% of Swedes live in urban areas, which cover 1.5% of the entire land area. The highest concentration is in the central and southern half of the country. Sweden is part of the geographical area of Fennoscandia. The climate is in general mild for its northerly latitude due to significant maritime influence. In spite of the high latitude, Sweden often has warm continental summers, being located in between the North Atlantic, the Baltic Sea and the vast Eurasian Russian landmass. The general climate and environment vary significantly from the south and north due to the vast latitudal difference, and much of Sweden has reliably cold and snowy winters. Southern Sweden is predominantly agricultural, while the north is heavily forested and includes a portion of the Scandinavian Mountains.",country
85,bangladesh,"Coordinates: 24°N 90°E Bangladesh (/ˌbæŋləˈdɛʃ/,[14] Bengali: বাংলাদেশ, pronounced [ˈbaŋlaˌdeʃ] (listen)), officially the People's Republic of Bangladesh, is a country in South Asia. It is the eighth-most populous country in the world, with a population exceeding 162 million people.[15] In terms of landmass, Bangladesh ranks 92nd, spanning 148,460 square kilometres (57,320 sq mi), making it one of the most densely-populated countries in the world. Bangladesh shares land borders with India to the west, north, and east, Myanmar to the southeast, and the Bay of Bengal to the south. It is narrowly separated from Nepal and Bhutan by the Siliguri Corridor, and from China by Sikkim, in the north, respectively. Dhaka, the capital and largest city, is the nation's economic, political and cultural hub. Chittagong, the largest sea port, is the second-largest city. Bangladesh forms the larger and eastern part of the Bengal region.[16] According to the ancient sacred Indian texts, Rāmāyana and Mahābhārata, the Vanga Kingdom, one of the namesakes of the Bengal region, was a strong naval ally of the legendary Ayodhya. In the ancient and classical period of the Indian subcontinent, the territory was home to many principalities, including the Pundra, Gangaridai, Gauda, Samatata and Harikela. It was also a Mauryan province under the reign of Ashoka. The principalities were notable for their overseas trade, contacts with the Roman world, export of fine muslin and silk to the Middle East, and spreading of philosophy and art to Southeast Asia. The Pala Empire, the Chandra dynasty, and the Sena dynasty were the last pre-Islamic Bengali middle kingdoms. Islam was introduced during the Pala Empire, through trade with the Abbāsid Caliphate,[17] but following the early conquest of Bakhtiyar Khalji and the subsequent establishment of the Delhi Sultanate and preaching of Shah Jalāl in East Bengal, the faith fully spread across the region. In 1576, the wealthy Bengal Sultanate was absorbed into the Mughal Empire, but its rule was briefly interrupted by the Suri Empire. Following the death of Emperor Aurangzeb in the early 1700s, the proto-industrialised Mughal Bengal became a semi-independent state under the Nawabs of Bengal. The region was later conquered by the British East India Company at the Battle of Plassey in 1757.[18] The borders of modern Bangladesh were established with the separation of Bengal and India in August 1947, when the region became East Pakistan as a part of the newly formed Dominion of Pakistan, demarcated by the Boundary of the Partition of India.[19] Later the rise of a pro-democracy movement thrived on Bengali nationalism and self-determination, leading to the Liberation War and eventually resulted in the emergence of Bangladesh as a sovereign and independent nation in 1971. Bangladesh is the only country in the world that was created on the basis of language and ethnicity.[20][21] The Bengalis make up 98% of the total population of Bangladesh,[2][3] making it one of the most ethnically homogeneous states in the world.[22][23] The large Muslim population of Bangladesh makes it the third-largest Muslim-majority country.[24] The constitution declares Bangladesh a secular state, while establishing Islam as a state religion.[4] As a middle power in world politics,[25] Bangladesh is a unitary parliamentary democracy and constitutional republic following the Westminster system of governance. The country is divided into eight administrative divisions and sixty-four districts. Although the country continues to face the challenges of the Rohingya refugee crisis,[26] corruption,[27] and the adverse effects of climate change.[28] Bangladesh is one of the emerging and growth-leading economies of the world, and is also one of the Next Eleven countries, with one of the fastest real GDP growth rates. The Bangladeshi economy is the 39th-largest in the world by nominal GDP, and the 29th-largest by PPP.",country
86,afganistan,"Afghanistan (/æfˈɡænɪstæn, æfˈɡɑːnɪstɑːn/ (listen); Pashto/Dari: افغانستان, Pashto: Afġānistān [avɣɒnisˈtɒn, ab-],[a] Dari: Afġānestān [avɣɒnesˈtɒn]), officially the Islamic Republic of Afghanistan, is a landlocked country at the crossroads of Central and South Asia. Afghanistan is bordered by Pakistan to the east and south; Iran to the west; Turkmenistan, Uzbekistan, and Tajikistan to the north; and China to the northeast. Occupying 652,000 square kilometers (252,000 sq mi), it is a mountainous country with plains in the north and southwest. Kabul is the capital and largest city. The population is around 32 million, composed mostly of ethnic Pashtuns, Tajiks, Hazaras, and Uzbeks. Settled life emerged in what are now Afghanistan and adjoining areas 9,000 years ago, evolving gradually into the Indus Valley Civilization of the third millennium BCE.[14] Indus civilization's archaeological sites were discovered on the Amu Darya at Shortugai and in Kandahar Province at Mundigak; the latter flourished during the Bronze Age Helmand culture. Indo-Aryans migrated through Bactria-Margiana area to Gandhara, followed by the rise of the Iron Age Yaz I culture (ca. 1500–1100 BCE),[15] which has been closely associated with the culture depicted in the Avesta, the ancient religious texts of Zoroastrianism.[16] The region, then known as ""Ariana"", fell to Achaemenid Persians in the 6th century BCE, followed by Alexander the Great in the 4th century BCE, who married Roxana in Bactria before his Kabul Valley campaign, where he faced resistance from Aspasioi and Assakan tribes. The Greco-Bactrian Kingdom became the eastern end of the Hellenistic world. Following the conquest by Mauryan Indians, Buddhism and Hinduism flourished in the region for centuries. The Kushan emperor Kanishka, who ruled from his twin capitals of Kapiśi and Puruṣapura, played an important role in the spread of Mahayana Buddhism to China and Central Asia. Various other Buddhist and Hindu dynasties also ruled the region, including the Saka, Kidarite, Hephthalite, Alkhon, Nezak, Zunbil, Turk Shahi, and Hindu Shahi. In the late 19th century, Afghanistan became a buffer state in the ""Great Game"" between British India and the Russian Empire.[17][18] In the First Anglo-Afghan War, the British East India Company seized control of Afghanistan briefly, but following the Third Anglo-Afghan War in 1919 the country was free of foreign influence, eventually becoming a monarchy under Amanullah Khan, until almost 50 years later when Zahir Shah was overthrown and a republic was established. In 1978, after a second coup, Afghanistan first became a socialist state and then a Soviet protectorate, evoking the Soviet–Afghan War in the 1980s against mujahideen rebels. By 1996, most of the country was captured by the Islamic fundamentalist Taliban, who ruled as a totalitarian regime for over five years; they were removed from power after the US invasion in 2001 but still control a significant portion of the country. The ongoing war between the government and the Taliban has contributed to the perpetuation of Afghanistan's problematic human rights record including complications of women's rights, with numerous abuses committed by both sides, such as the killing of civilians. Afghanistan is a unitary presidential Islamic republic. The country has high levels of terrorism, poverty, child malnutrition, and corruption. It is a member of the United Nations, the Organisation of Islamic Cooperation, the South Asian Association for Regional Cooperation, the Group of 77, the Economic Cooperation Organization, and the Non-Aligned Movement. Afghanistan's economy is the world's 96th largest, with a gross domestic product (GDP) of $72.9 billion by purchasing power parity; the country fares much worse in terms of per-capita GDP (PPP), ranking 169th out of 186 countries as of 2018. The root name ""Afghān"" is, according to some scholars, derived from the name of the Aśvakan or Assakan, ancient inhabitants of the Hindu Kush region.[19][20][21][22][23] Aśvakan literally means ""horsemen"", ""horse breeders"", or ""cavalrymen"" (from aśva or aspa, the Sanskrit and Avestan words for ""horse"").[24] Historically, the ethnonym Afghān was used to refer to ethnic Pashtuns.[25] The Arabic and Persian form of the name, Afġān was first attested in the 10th-century geography book Hudud al-'Alam.[26] The last part of the name, ""-stan"" is a Persian suffix for ""place of."" Therefore, ""Afghanistan"" translates to ""land of the Afghans,"" or ""land of the Pashtuns"" in a historical sense. The modern Constitution of Afghanistan, however, states that the word ""Afghan"" shall apply to every citizen of Afghanistan.[27][7]",country
