,Name,About,Category
41,fox,species canini foxes small medium sized omnivorous mammals belonging several genera family canidae foxes flattened skull upright triangular ears pointed slightly upturned snout long bushy tail brush twelve species belong monophyletic true foxes group genus vulpes approximately another current extinct species always sometimes called foxes foxes either part paraphyletic group south american foxes outlying group consists bat eared fox gray fox island fox foxes live every continent except antarctica far common widespread species fox red fox vulpes vulpes recognized subspecies global distribution foxes together widespread reputation cunning contributed prominence popular culture folklore many societies around world hunting foxes packs hounds long established pursuit europe especially british isles exported european settlers various parts new world word fox comes old english derived proto germanic fuhsaz nb turn derives proto indo european pu meaning thick haired tail nb male foxes known dogs tods reynards females vixens young cubs pups kits though latter name confused distinct species called kit foxes vixen one words modern english retains middle english southern dialect v pronunciation instead f e northern english fox versus southern english vox group foxes referred skulk leash earth within canidae results dna analysis shows several phylogenetic divisions,animal
42,pig,pig animals genus sus within even toed ungulate family suidae pigs include domestic pigs ancestor common eurasian wild boar sus scrofa along species pigs like suids native eurasian african continents ranging europe pacific islands suids pig babirusa indonesia pygmy hog asia warthog africa another genus pigs africa suids sister clade peccaries juvenile pigs known piglets pigs highly social intelligent animals around billion individuals alive time domestic pig among populous large mammals world pigs omnivores consume wide range food pigs biologically similar humans thus frequently used human medical research online etymology dictionary provides anecdotal evidence well linguistic saying term derives probably old english picg found compounds ultimate origin unknown originally young pig word adults swine apparently related low german bigge dutch big phonology difficult oed another old english word pig fearh related furh furrow pie perk dig furrow source also latin porc us pig see pork reflects widespread ie tendency name animals typical attributes activities roger lass synonyms grunter oinker sailors fishermen euphemistic avoidance uttering word pig sea superstition perhaps based fate gadarene swine drowned,animal
43,jaguar,jaguar panthera onca large felid species extant member genus panthera native americas jaguar present range extends southwestern united states mexico north america across much central america south paraguay northern argentina south america though single cats living within arizona species largely extirpated united states since early th century listed near threatened iucn red list numbers declining threats include loss fragmentation habitat overall jaguar largest native cat species new world third largest world spotted cat closely resembles leopard usually larger sturdier ranges across variety forested open terrains preferred habitat tropical subtropical moist broadleaf forest swamps wooded regions jaguar enjoys swimming largely solitary opportunistic stalk ambush predator top food chain keystone species plays important role stabilizing ecosystems regulating prey populations international trade jaguars body parts prohibited cat still frequently killed particularly conflicts ranchers farmers south america although reduced range remains large given historical distribution jaguar featured prominently mythology numerous indigenous peoples americas including maya aztec civilizations word jaguar derived iaguara word one indigenous languages brazil wild spotted cat larger wolf onca derived lusitanian name spotted cat brazil larger lynx indigenous peoples guyana call jaguaret,animal
44,squid,squid cephalopods superorder decapodiformes elongated bodies large eyes eight arms two tentacles like cephalopods squid distinct head bilateral symmetry mantle mainly soft bodied like octopuses small internal skeleton form rod like gladius pen made chitin squid diverged cephalopods jurassic occupy similar role teleost fish open water predators similar size behaviour play important role open water food web two long tentacles used grab prey eight arms hold control beak cuts food suitable size chunks swallowing squid rapid swimmers moving jet propulsion largely locate prey sight among intelligent invertebrates groups humboldt squid observed hunting cooperatively preyed sharks fish sea birds seals cetaceans particularly sperm whales squid change colour camouflage signalling species bioluminescent using light counter illumination camouflage many species eject cloud ink distract predators squid used human consumption commercial fisheries japan mediterranean southwestern atlantic eastern pacific elsewhere used cuisines around world often known calamari squid featured literature since classical times especially tales giant squid sea monsters squid members class cephalopoda subclass coleoidea squid orders myopsida oegopsida superorder decapodiformes greek ten legged two orders decapodiform cephalopods also called squid although taxonomically distinct squids differ recognizably gross anatomical features bobtail squid order sepiolida ram horn squid monotypic order spirulida vampire squid vampyroteuthis infernalis however closely related octopuses squid,animal
45,pinniped,pinnipeds pronounced p n p dz commonly known seals widely distributed diverse clade carnivorous fin footed semiaquatic marine mammals comprise extant families odobenidae whose living member walrus otariidae eared seals sea lions fur seals phocidae earless seals true seals extant species pinnipeds extinct species described fossils seals historically thought descended two ancestral lines molecular evidence supports monophyletic lineage descended one ancestral line pinnipeds belong order carnivora closest living relatives bears superfamily musteloids weasels raccoons skunks red pandas diverged million years ago seals range size ft kg lb baikal seal ft kg lb southern elephant seal male also largest member order carnivora several species exhibit sexual dimorphism streamlined bodies four limbs modified flippers though fast water dolphins seals flexible agile otariids use front limbs primarily propel water phocids walruses use hind limbs otariids walruses hind limbs pulled body used legs land comparison terrestrial locomotion phocids cumbersome otariids visible external ears phocids walruses lack pinnipeds well developed senses eyesight hearing adapted air water advanced tactile system whiskers vibrissae species well adapted diving great depths layer fat blubber skin keep warm cold water walrus species covered fur although pinnipeds widespread species prefer colder waters northern southern hemispheres spend lives water come ashore mate give birth molt escape predators sharks killer whales feed largely fish marine invertebrates leopard seal feed large vertebrates penguins seals walruses specialized feeding bottom dwelling mollusks male pinnipeds typically mate one female polygyny although degree polygyny varies species males land breeding species tend mate greater number females ice breeding species male pinniped strategies reproductive success vary defending females defending territories attract females performing ritual displays lek mating pups typically born spring summer months females bear almost responsibility raising mothers species fast nurse young relatively short period time others take foraging trips sea nursing bouts walruses known nurse young sea seals produce number vocalizations notably barks california sea lions gong like calls walruses complex songs weddell seals meat blubber fur coats pinnipeds traditionally used indigenous peoples arctic seals depicted various cultures worldwide commonly kept captivity even sometimes trained perform tricks tasks relentlessly hunted commercial industries products seals walruses protected international law japanese sea lion caribbean monk seal become extinct past century mediterranean monk seal hawaiian monk seal ranked endangered international union conservation nature besides hunting pinnipeds also face threats accidental trapping marine pollution conflicts local people name pinniped derives latin words pinna fin pes pedis foot common name seal originates old english word seolh turn dervied proto germanic selkhaz,animal
46,tortoise,tortoises r z reptile species family testudinidae order testudines turtles particularly distinguished turtles land dwelling many though turtle species least partly aquatic like turtles tortoises shell protect predation threats shell tortoises generally hard like members suborder cryptodira retract necks heads directly backwards shell protect tortoises unique among vertebrates pectoral pelvic girdles inside ribcage rather outside tortoises vary dimension centimeters two meters usually diurnal animals tendencies crepuscular depending ambient temperatures generally reclusive animals tortoises longest living land animals world although longest living species tortoise matter debate gal pagos tortoises noted live years aldabra giant tortoise named adwaita may lived estimated years general tortoise species live years differences exist usage common terms turtle tortoise terrapin depending variety english used usage inconsistent contradictory terms common names reflect precise biological taxonomic distinctions american society ichthyologists herpetologists uses turtle describe species order testudines regardless whether land dwelling sea dwelling uses tortoise specific term slow moving terrestrial species general american usage agrees turtle often general term although restrict aquatic turtles tortoise used reference terrestrial turtles narrowly members testudinidae family modern land tortoises terrapin may refer turtles small live fresh brackish water particular diamondback terrapin malaclemys terrapin america example members genus terrapene dwell land yet referred box turtles rather tortoises british usage contrast tends use turtle generic term members order also applies term tortoises broadly land dwelling members order testudines regardless whether actually members family testudinidae britain terrapin used refer larger group semiaquatic turtles restricted meaning america,animal
47,swordfish,swordfish xiphias gladius also known broadbills countries large highly migratory predatory fish characterized long flat pointed bill popular sport fish billfish category though elusive swordfish elongated round bodied lose teeth scales adulthood fish found widely tropical temperate parts atlantic pacific indian oceans typically found near surface depth ft exceptionally depths commonly reach ft length maximum reported ft length kg lb weight sole member family xiphiidae swordfish named pointed flat bill resembles sword species name xiphias gladius derives greek xiphias swordfish xiphos sword latin gladius sword makes superficially similar billfish marlin upon examination physiology quite different members different families several extinct genera known large sized xiphiorhynchus aglyptorhynchus unlike modern taxa equally long lower jaws commonly reach ft length maximum reported ft length kg lb weight international game fish association tackle angling record swordfish kg lb specimen taken chile females larger males pacific swordfish reach greater size northwest atlantic mediterranean swordfish reach maturity years age maximum age believed least years oldest swordfish found recent study year old female year old male swordfish ages derived difficulty annual rings fin rays rather otoliths since otoliths small size,animal
48,hyena,hyenas hyaenas ancient greek h aina feliform carnivoran mammals family hyaenidae ha n di four extant species three genera fifth smallest biological family carnivora one smallest class mammalia despite low diversity hyenas unique vital components african ecosystems although phylogenetically closer felines viverrids part suborder feliformia hyenas behaviourally morphologically similar canines several elements convergent evolution hyenas canines non arboreal cursorial hunters catch prey teeth rather claws eat food quickly may store calloused feet large blunt nonretractable claws adapted running making sharp turns however hyenas grooming scent marking defecation habits mating parental behaviour consistent behaviour feliforms spotted hyenas may kill many animals eat striped hyenas largely scavengers generally hyenas known drive larger predators like lions kills despite reputation popular culture cowardly hyenas primarily nocturnal animals sometimes venture lairs early morning hours exception highly social spotted hyena hyenas generally gregarious animals though may live family groups congregate kills hyenas first arose eurasia miocene period viverrid like ancestors diversified two distinct types lightly built dog like hyenas robust bone crushing hyenas although dog like hyenas thrived million years ago one taxon colonised north america became extinct change climate along arrival canids eurasia dog like hyena lineage insectivorous aardwolf survived bone crushing hyenas including extant spotted brown striped hyenas became undisputed top scavengers eurasia africa hyenas feature prominently folklore mythology human cultures live alongside hyenas commonly viewed frightening worthy contempt cultures hyenas thought influence people spirits rob graves steal livestock children cultures associate witchcraft using body parts traditional african medicine,animal
49,wildebeest,connochaetes gnou black wildebeest connochaetes taurinus blue wildebeest wildebeest w ld bi st wil dih beest v l vil plural wildebeest wildebeests also called gnu nju new nu noo antelope genus connochaetes belongs family bovidae includes antelopes cattle goats sheep even toed horned ungulates connochaetes includes two species native africa black wildebeest white tailed gnu c gnou blue wildebeest brindled gnu c taurinus fossil records suggest two species diverged one million years ago resulting northern southern species blue wildebeest remained original range changed little ancestral species black wildebeest changed adaptation open grassland habitat south obvious way telling two species apart differences colouring way horns oriented east africa blue wildebeest abundant big game species populations perform annual migration new grazing grounds black wildebeest merely nomadic breeding takes place short period time end rainy season calves soon active able move herd fact necessary survival nevertheless fall prey large carnivores especially spotted hyena wildebeest often graze mixed herds zebra gives heightened awareness potential predators also alert warning signals emitted animals baboons wildebeest tourist attraction compete domesticated livestock pasture sometimes blamed farmers transferring diseases parasites cattle illegal hunting goes population trend fairly stable populations national parks private land international union conservation nature lists least concern species,animal
50,hippo,hippopotamus h p p hip pot hippopotamus amphibius also called hippo common hippopotamus river hippopotamus large mostly herbivorous semiaquatic mammal ungulate native sub saharan africa one two extant species family hippopotamidae pygmy hippopotamus choeropsis liberiensis hexaprotodon liberiensis name comes ancient greek river horse elephant rhinoceros found africa hippopotamus third largest type land mammal heaviest extant artiodactyl despite physical resemblance pigs terrestrial even toed ungulates closest living relatives hippopotamidae cetaceans whales dolphins porpoises etc diverged million years ago hippos recognisable barrel shaped torsos wide opening mouths revealing large canine tusks nearly hairless bodies columnar legs large size adults average kg lb males kg lb females despite stocky shape short legs capable running km h mph short distances hippos inhabit rivers lakes mangrove swamps territorial males preside stretch river groups five thirty females young hippos day remain cool staying water mud reproduction childbirth occur water emerge dusk graze grasses hippos rest near water grazing solitary activity hippos territorial land hippo among dangerous animals world due highly aggressive unpredictable nature threatened habitat loss poaching meat ivory canine teeth latin word hippopotamus derived ancient greek hippop tamos h ppos horse potam river meaning horse river english plural hippopotamuses hippopotami also used hippos used short plural hippos gregarious living groups thirty animals group called pod herd dale bloat,animal
51,alligator,alligator crocodilian genus alligator family alligatoridae two living species american alligator mississippiensis chinese alligator sinensis additionally several extinct species alligator known fossil remains alligators first appeared oligocene epoch million years ago name alligator probably anglicized form el lagarto spanish term lizard early spanish explorers settlers florida called alligator later english spellings name included allagarta alagarto average adult american alligator weight length kg lb ft sometimes grow ft long weigh kg lb largest ever recorded found louisiana measured ft chinese alligator smaller rarely exceeding ft length additionally weighs considerably less males rarely kg lb adult alligators black dark olive brown white undersides juveniles strongly contrasting white yellow marks fade age average lifespan alligator measured one oldest recorded alligator lives saturn american alligator born mississippi spent nearly decade germany spending majority life moscow zoo died age may another one oldest lives record muja american alligator brought adult specimen belgrade zoo serbia germany although valid records exist date birth possibly oldest alligator living captivity world,animal
52,crocodile,crocodiles subfamily crocodylinae true crocodiles large semiaquatic reptiles live throughout tropics africa asia americas australia crocodylinae whose members considered true crocodiles classified biological subfamily broader sense term crocodile crocodylidae includes tomistoma used article term crocodile applies species within subfamily crocodylinae term sometimes used even loosely include extant members order crocodilia includes alligators caimans family alligatoridae gharial false gharial family gavialidae living fossil crocodylomorpha although appear similar crocodiles alligators gharial belong separate biological families gharial narrow snout easier distinguish morphological differences difficult spot crocodiles alligators obvious external differences visible head crocodiles narrower longer heads v shaped u shaped snout compared alligators caimans another obvious trait upper lower jaws crocodiles width teeth lower jaw fall along edge outside upper jaw mouth closed therefore teeth visible unlike alligator possesses upper jaw small depressions lower teeth fit also crocodile mouth closed large fourth tooth lower jaw fits constriction upper jaw hard distinguish specimens protruding tooth reliable feature define species family crocodiles webbing toes hind feet better tolerate saltwater due specialized salt glands filtering salt present non functioning alligators another trait separates crocodiles crocodilians much higher levels aggression crocodile size morphology behaviour ecology differ somewhat among species however many similarities areas well crocodiles semiaquatic tend congregate freshwater habitats rivers lakes wetlands sometimes brackish water saltwater carnivorous animals feeding mostly vertebrates fish reptiles birds mammals sometimes invertebrates molluscs crustaceans depending species age crocodiles tropical species unlike alligators sensitive cold separated crocodilians eocene epoch million years ago many species risk extinction classified critically endangered word crocodile comes ancient greek crocodilos lizard used phrase ho krok dilos tou potamo lizard nile river several variant greek forms word attested including later form crocodeilos found cited many english reference works koine greek roman times crocodilos crocodeilos would pronounced identically either may source latinized form crocod lus used ancient romans suggested certain word crocodilos crocodeilos compound krok pebbles drilos dreilos worm although drilos attested colloquial term penis ascribed herodotus supposedly describes basking habits egyptian crocodile form crocodrillus attested medieval latin clear whether medieval corruption derives alternative greco latin forms late greek corcodrillos corcodrillion attested corrupted form cocodrille found old french borrowed middle english cocodril le modern english form crocodile adapted directly classical latin crocod lus th century replacing earlier form use scientific name crocodylus forms derived corruption introduced laurenti,animal
53,salmon,oncorhynchus salmo species salmon n common name several species ray finned fish family salmonidae fish family include trout char grayling whitefish salmon native tributaries north atlantic genus salmo pacific ocean genus oncorhynchus many species salmon introduced non native environments great lakes north america patagonia south america salmon intensively farmed many parts world typically salmon anadromous hatch fresh water migrate ocean return fresh water reproduce however populations several species restricted fresh water lives folklore fish return exact spot hatched spawn tracking studies shown mostly true portion returning salmon run may stray spawn different freshwater systems percent straying depends species salmon homing behavior shown depend olfactory memory salmon date back neogene citation needed term salmon comes latin salmo turn might originated salire meaning leap nine commercially important species salmon occur two genera genus salmo contains atlantic salmon found north atlantic well many species commonly named trout genus oncorhynchus contains eight species occur naturally north pacific group known pacific salmon chinook salmon introduced new zealand patagonia coho freshwater sockeye atlantic salmon established patagonia well,animal
54,trout,trout common name number species freshwater fish belonging genera oncorhynchus salmo salvelinus subfamily salmoninae family salmonidae word trout also used part name non salmonid fish cynoscion nebulosus spotted seatrout speckled trout trout closely related salmon char charr species termed salmon char occur genera fish called trout oncorhynchus pacific salmon trout salmo atlantic salmon various trout salvelinus char trout lake trout trout live freshwater lakes rivers exclusively others steelhead form coastal rainbow trout spend two three years sea returning fresh water spawn habit typical salmon arctic char brook trout part char family trout important food source humans wildlife including brown bears birds prey eagles animals classified oily fish name trout commonly used species three seven genera subfamily salmoninae salmo atlantic species oncorhynchus pacific species salvelinus includes fish also sometimes called char charr fish referred trout include trout live different environments dramatically different colorations patterns mostly colors patterns form camouflage based surroundings change fish moves different habitats trout newly returned sea look silvery fish living small stream alpine lake could pronounced markings vivid coloration also possible species signifies ready mate general trout breed extremely intense coloration look like entirely different fish outside spawning season virtually impossible define particular color pattern belonging specific breed however general wild fish claimed vivid colors patterns,animal
55,ostrich,struthio coppensi struthio linxiaensis struthio orlovi struthio wimani struthio brachydactylus struthio asiaticus asian ostrich struthio dmanisensis struthio oldawayi struthio molybdophanes somali ostrich struthio camelus common ostrich palaeostruthio burchak abramovich struthiolithus brandt megaloscelornis lydekker autruchon temminick fide gray nomen nudum struthio genus bird order struthioniformes whose members ostriches two living species common ostrich somali ostrich genus struthio first described carl linnaeus genus used linnaeus early taxonomists include emu rhea cassowary placed genera somali ostrich struthio molybdophanes recently become recognized separate species authorities others still reviewing evidence earliest fossils ostrich like birds paleocene taxa europe palaeotis remiornis middle eocene unspecified ratite remains known eocene oligocene europe africa may early relatives ostriches status questionable may fact represent multiple lineages flightless paleognaths,animal
56,camel,camelus bactrianus camelus dromedarius camelus ferus camelus gigas fossil camelus grattardi fossil camelus knoblochi fossil camelus moreli fossil camelus sivalensis fossil camelus thomasi fossil camel even toed ungulate genus camelus bears distinctive fatty deposits known humps back camels long domesticated livestock provide food milk meat textiles fiber felt hair camels working animals especially suited desert habitat vital means transport passengers cargo three surviving species camel one humped dromedary makes world camel population two humped bactrian camel makes wild bactrian camel separate species critically endangered word camel also used informally wider sense correct term camelid include seven species family camelidae true camels three species along new world camelids llama alpaca guanaco vicu word derived via latin camelus greek kam los hebrew arabic phoenician g l species extant,animal
57,blue,blue one three primary colours pigments painting traditional colour theory well rgb colour model lies violet green spectrum visible light eye perceives blue observing light dominant wavelength approximately nanometres blues contain slight mixture colours azure contains green ultramarine contains violet clear daytime sky deep sea appear blue optical effect known rayleigh scattering optical effect called tyndall scattering explains blue eyes distant objects appear blue another optical effect called aerial perspective blue important colour art decoration since ancient times semi precious stone lapis lazuli used ancient egypt jewellery ornament later renaissance make pigment ultramarine expensive pigments eighth century chinese artists used cobalt blue colour fine blue white porcelain middle ages european artists used windows cathedrals europeans wore clothing coloured vegetable dye woad replaced finer indigo america th century synthetic blue dyes pigments gradually replaced mineral pigments synthetic dyes dark blue became common colour military uniforms later late th century business suits blue commonly associated harmony chosen colour flags united nations european union surveys us europe show blue colour commonly associated harmony faithfulness confidence distance infinity imagination cold sometimes sadness us european public opinion polls popular colour chosen almost half men women favourite colour surveys also showed blue colour associated masculine ahead black also colour associated intelligence knowledge calm concentration blue colour light violet green visible spectrum hues blue include indigo ultramarine closer violet pure blue without mixture colours cyan midway spectrum blue green blue greens turquoise teal aquamarine blue also varies shade tint darker shades blue contain black grey lighter tints contain white darker shades blue include ultramarine cobalt blue navy blue prussian blue lighter tints include sky blue azure egyptian blue complete list see list colours,color
58,green,green color blue yellow visible spectrum evoked light dominant wavelength roughly nm subtractive color systems used painting color printing created combination yellow blue yellow cyan rgb color model used television computer screens one additive primary colors along red blue mixed different combinations create colors far largest contributor green nature chlorophyll chemical plants photosynthesize convert sunlight chemical energy many creatures adapted green environments taking green hue camouflage several minerals green color including emerald colored green chromium content post classical early modern europe green color commonly associated wealth merchants bankers gentry red reserved nobility reason costume mona lisa leonardo da vinci benches british house commons green house lords red also long historical tradition color ireland gaelic culture historic color islam representing lush vegetation paradise color banner muhammad found flags nearly islamic countries surveys made american european islamic countries green color commonly associated nature life health youth spring hope envy european union united states green also sometimes associated toxicity poor health china asia associations positive symbol fertility happiness association nature color environmental movement political groups advocating environmental protection social justice describe part green movement naming green parties led similar campaigns advertising companies sold green environmentally friendly products green also traditional color safety permission green light means go ahead green card permits permanent residence united states word green comes middle english old english word grene like german word gr n root words grass grow common germanic gronja also reflected old norse gr nn old high german gruoni unattested east germanic ultimately pie root ghre grow root cognate grass grow first recorded use word color term old english dates ca ad,color
59,red,red color end visible spectrum light next orange opposite violet dominant wavelength approximately nanometres primary color rgb color model cmyk color model complementary color cyan reds range brilliant yellow tinged scarlet vermillion bluish red crimson vary shade pale red pink dark red burgundy red pigment made ochre one first colors used prehistoric art ancient egyptians mayans colored faces red ceremonies roman generals bodies colored red celebrate victories also important color china used color early pottery later gates walls palaces renaissance brilliant red costumes nobility wealthy dyed kermes cochineal th century brought introduction first synthetic red dyes replaced traditional dyes red also became color revolution soviet russia adopted red flag following bolshevik revolution later followed china vietnam communist countries since red color blood historically associated sacrifice danger courage modern surveys europe united states show red also color commonly associated heat activity passion sexuality anger love joy china india many asian countries color symbolizing happiness good fortune cardinal takes name color worn catholic cardinals pink pale shade red cherry blossoms tsutsujigaoka park sendai miyagi japan,color
60,pink,various shades pink color pink takes name flowers called pinks members genus dianthus european languages pink called rose rosa rose flower cherry blossoms sendai miyagi japan japanese language different words pink cherry blossoms sakura iro peach blossoms momo iro recently word pinku also become popular pink often associated exotic greater flamingoes flight pocharam lake andhra pradesh india,color
61,purple,purple refers variety colors hue red blue purple closely associated violet optics purple violet refer colors look similar purples mixtures red light blue violet light whereas violets spectral colors single wavelengths light common usage refer colors red blue hue purples closer red violets closer blue similarly traditional painters color wheel purple violet placed red blue purple closer red purple long associated royalty originally phoenician purple dye extremely expensive antiquity purple color worn roman magistrates became imperial color worn rulers byzantine empire holy roman empire later roman catholic bishops similarly japan color traditionally associated emperor aristocracy according contemporary surveys europe united states purple color often associated royalty magic mystery piety need quotation verify combined pink associated eroticism femininity seduction modern english word purple comes old english purpul derives latin purpura turn derives greek porphura name tyrian purple dye manufactured classical antiquity mucus secreted spiny dye murex snail first recorded use word purple dates late ad,color
62,yellow,yellow color orange green spectrum visible light evoked light dominant wavelength roughly nm primary color subtractive color systems used painting color printing rgb color model used create colors television computer screens yellow secondary color made combining red green equal intensity carotenoids give characteristic yellow color autumn leaves corn canaries daffodils lemons well egg yolks buttercups bananas absorb light energy protect plants photodamage sunlight slight yellowish hue sun near horizon due atmospheric scattering shorter wavelengths green blue violet widely available yellow ochre pigment one first colors used art lascaux cave france painting yellow horse years old ochre orpiment pigments used represent gold skin color egyptian tombs murals roman villas early christian church yellow color associated pope golden keys kingdom also associated judas iscariot used mark heretics th century jews nazi occupied europe forced wear yellow star china bright yellow color middle kingdom could worn emperor household special guests welcomed yellow carpet according surveys europe canada united states yellow color people often associate amusement gentleness humor spontaneity also duplicity envy jealousy avarice u cowardice iran connotations pallor sickness also wisdom connection china many asian countries seen color happiness glory harmony wisdom people associated yellow color freshness happiness clarity energy optimism enlightenment remembrance intellect honor loyalty joy dull yellow may represent caution sickness jealousy word yellow old english geolu geolwe oblique case meaning yellow yellowish derived proto germanic word gelwaz yellow indo european base g el words gold yell g el means bright gleaming cry,color
63,white,white lightest color achromatic hue color fresh snow chalk milk opposite black white objects fully reflect scatter visible wavelengths light white television computer screens created mixture red blue green light everyday life whiteness often conferred white pigments especially titanium dioxide produced tons ancient egypt ancient rome priestesses wore white symbol purity romans wore white toga symbol citizenship middle ages renaissance white unicorn symbolized chastity white lamb sacrifice purity royal color kings france monarchist movement opposed bolsheviks russian civil war greek roman temples faced white marble beginning th century advent neoclassical architecture white became common color new churches capitols government buildings especially united states also widely used th century modern architecture symbol modernity simplicity according surveys europe united states white color often associated perfection good honesty cleanliness beginning new neutrality exactitude white important color almost world religions pope head roman catholic church worn white since symbol purity sacrifice islam shinto religion japan worn pilgrims western cultures japan white common color wedding dresses symbolizing purity virginity many asian cultures white also color mourning word white continues old english hw ultimately common germanic w taz also reflected ohg h w z hv tr goth eits root ultimately proto indo european language kwid surviving also sanskrit veta white bright slavonic sv light icelandic word white hv tur directly derived old norse form word hv tr common germanic also word blankaz white bright blinding borrowed late latin blancus provided source romance words white catalan occitan french blanc spanish blanco italian bianco galician portuguese branco etc antonym white black non european languages wide variety terms white inuit language seven different words seven different nuances white sanskrit specific words bright white white teeth white sandalwood white autumn moon white silver white cow milk white pearls white ray sunlight white stars japanese six different words depending upon brilliance dullness color inert dynamic,color
64,black,black darkest color result absence complete absorption visible light achromatic color color without hue like white gray often used symbolically figuratively represent darkness white represents light black white often used describe opposites good evil dark ages versus age enlightenment night versus day since middle ages black symbolic color solemnity authority reason still commonly worn judges magistrates black one first colors used artists neolithic cave paintings used ancient egypt greece color underworld roman empire became color mourning centuries frequently associated death evil witches magic th century worn royalty clergy judges government officials much europe black color industrial revolution largely fueled coal later oil became color worn english romantic poets businessmen statesmen th century high fashion color th century according surveys europe north america color commonly associated mourning end secrets magic force violence evil elegance black ink common color used printing books newspapers documents provides highest contrast white paper thus easiest color read similarly black text white screen common format used computer screens september darkest material made mit engineers vertically aligned carbon nanotubes word black comes old english bl c black dark also ink proto germanic blakkaz burned proto indo european bhleg burn gleam shine flash base bhel shine related old saxon blak ink old high german blach black old norse blakkr dark dutch blaken burn swedish bl ck ink distant cognates include latin flagrare blaze glow burn ancient greek phlegein burn scorch ancient greeks sometimes used word name different colors intensity kuanos could mean dark blue black,color
65,cyan,subtractive color system cmyk color model overlaid produce colors paint color printing cyan one primary colors along magenta yellow black additive color system rgb color model used create colors computer television display cyan made mixing equal amounts green blue light cyan complement red made removal red white light mixing red light cyan light right intensity make white light web color cyan synonymous aqua colors cyan color range teal turquoise electric blue aquamarine others described blue green rgb color model used make colors computer tv displays cyan created combination green blue light rgb color wheel additive colors cyan midway blue green cmyk color model used color printing cyan magenta yellow combined make black practice since inks perfect black ink added,color
66,magenta,magenta took name aniline dye made patented french chemist fran ois emmanuel verguin originally called fuchsine renamed celebrate italian french victory battle magenta fought french austrians june near italian town magenta lombardy virtually identical colour called roseine created two british chemists chambers nicolson george maule magenta color termed color harmony emotional balance cheerfulness happiness web colour magenta also called fuchsia magenta color men earlier named fuchsia renamed magenta celebrate french victory battle magenta magenta extra spectral colour meaning hue associated monochromatic visible light magenta associated perception spectral power distributions concentrated mostly longer wavelength reddish components shorter wavelength blueish components,color
67,turquoise,gemstone known many names pliny elder referred mineral callais ancient greek aztecs knew chalchihuitl word turquoise dates th century derived french turquois meaning turkish mineral first brought europe turkey mines historical khorasan iran persia finest turquoise reaches maximum mohs hardness slightly window glass characteristically cryptocrystalline mineral turquoise almost never forms single crystals properties highly variable x ray diffraction testing shows crystal system triclinic lower hardness comes lower specific gravity greater porosity properties dependent grain size lustre turquoise typically waxy subvitreous transparency usually opaque may semitranslucent thin sections colour variable mineral properties ranging white powder blue sky blue blue green yellowish green blue attributed idiochromatic copper green may result either iron impurities replacing aluminium dehydration refractive index turquoise measured sodium light nm approximately mean value seen single reading gemological refractometer owing almost invariably polycrystalline nature turquoise reading birefringence biaxial positive taken rare single crystals absorption spectrum may also obtained hand held spectroscope revealing line nm weak band nm best seen strong reflected light longwave ultraviolet light turquoise may occasionally fluoresce green yellow bright blue inert shortwave ultraviolet x rays turquoise insoluble heated hydrochloric acid streak pale bluish white fracture conchoidal leaving waxy lustre despite low hardness relative gems turquoise takes good polish turquoise may also peppered flecks pyrite interspersed dark spidery limonite veining secondary mineral turquoise forms action percolating acidic aqueous solutions weathering oxidation pre existing minerals example copper may come primary copper sulfides chalcopyrite secondary carbonates malachite azurite aluminium may derive feldspar phosphorus apatite climate factors appear play important role turquoise typically found arid regions filling encrusting cavities fractures typically highly altered volcanic rocks often associated limonite iron oxides southwestern united states turquoise almost invariably associated weathering products copper sulfide deposits around potassium feldspar bearing porphyritic intrusives occurrences alunite potassium aluminium sulfate prominent secondary mineral typically turquoise mineralization restricted relatively shallow depth less metres feet although occur along deeper fracture zones secondary solutions greater penetration depth water table greater,color
68,teal,created mixing blue green base deepened needed black gray complementary color teal maroon also one initial group html css web colors formulated rgb model used create colors computer screens televisions teal created turning brightness cyan one half teal fad color among others many sports teams adopting color uniforms first recorded use teal color name english derived middle english tele word akin dutch taling middle low german telink color name believed taken small freshwater common teal member duck family whose eyes surrounded color teal blue medium tone teal blue first recorded use teal blue color name english source color plochere color system color system formulated widely used interior designers teal subsequently heavily used color,color
69,vermilion,word vermilion came old french word vermeillon derived vermeil latin vermiculus diminutive latin word vermis worm name originated similar color natural red dye made insect kermes vermilio widely used europe first recorded use vermilion color name english term cinnabar used interchangeably vermilion th century vermilion became common name term cinnabar used mineralogy crystallography red crystalline form mercury sulfide hgs thus natural mineral pigment called cinnabar synthetic form called vermilion ancient times term cinnabar could also applied red lead iberian languages word red also derived vermiculus making words red vermillion doublets compare portuguese catalan vermelho vermell red vermelh vermell vermillion vermilion dense opaque pigment clear brilliant hue pigment originally made grinding powder cinnabar mercury sulfide like mercury compounds toxic vermilion one specific hue mercuric sulfides make range warm hues bright orange red duller reddish purple resembles fresh duck liver differences hue caused size ground particles pigment larger crystals produce duller less orange hue cinnabar pigment side product mining mercury mining cinnabar difficult expensive dangerous toxicity mercury greek philosopher theophrastus eresus bc described process de lapidibus first scientific book minerals efforts began early find better way make pigment,color
